age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
46,admin.,married,secondary,no,664,no,no,cellular,5,aug,295,2,-1,0,unknown
33,blue-collar,single,tertiary,no,350,yes,no,unknown,24,jun,137,5,-1,0,unknown
41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown
41,blue-collar,divorced,unknown,no,19,no,yes,cellular,8,jul,514,5,-1,0,unknown
33,management,married,tertiary,no,571,no,no,cellular,8,aug,390,2,-1,0,unknown
39,technician,married,tertiary,no,93,no,no,cellular,20,aug,162,2,-1,0,unknown
63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,219,1,-1,0,unknown
46,management,divorced,tertiary,no,-49,yes,no,unknown,20,jun,10,23,-1,0,unknown
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure
31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,-1,0,unknown
44,blue-collar,married,primary,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown
49,technician,single,secondary,no,0,yes,no,unknown,20,may,484,2,-1,0,unknown
53,technician,married,secondary,no,87,yes,no,unknown,27,may,183,9,-1,0,unknown
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other
43,services,married,secondary,no,0,yes,no,unknown,14,may,260,3,-1,0,unknown
57,management,married,tertiary,no,1832,yes,no,cellular,2,nov,131,2,-1,0,unknown
41,admin.,married,secondary,no,4320,yes,no,unknown,5,jun,245,2,-1,0,unknown
40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,unknown
41,entrepreneur,married,tertiary,no,171,yes,no,unknown,12,may,143,4,-1,0,unknown
33,admin.,married,secondary,no,177,yes,no,cellular,11,may,100,1,-1,0,unknown
42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown
32,technician,single,secondary,no,5,no,no,cellular,12,aug,105,2,-1,0,unknown
51,management,divorced,tertiary,no,-202,no,no,cellular,19,aug,504,4,-1,0,unknown
32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure
38,management,married,secondary,no,1066,yes,no,cellular,28,jul,78,2,-1,0,unknown
55,retired,married,secondary,no,991,no,no,cellular,11,jul,593,2,-1,0,unknown
20,student,single,secondary,no,1191,no,no,cellular,28,sep,500,2,228,1,failure
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success
54,entrepreneur,married,secondary,no,0,no,no,unknown,9,jun,96,1,-1,0,unknown
31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,-1,0,unknown
38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,284,8,-1,0,unknown
26,services,single,secondary,yes,0,no,yes,cellular,22,jul,240,10,-1,0,unknown
55,management,married,primary,no,113,no,no,cellular,12,aug,306,1,457,3,failure
54,management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,-1,0,unknown
43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure
30,admin.,married,secondary,no,401,no,no,cellular,19,nov,50,1,-1,0,unknown
31,technician,married,tertiary,no,95,no,no,cellular,21,nov,48,6,-1,0,unknown
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success
57,blue-collar,married,primary,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown
48,technician,married,tertiary,no,16,no,no,cellular,29,aug,77,2,-1,0,unknown
37,management,married,tertiary,no,0,no,no,cellular,22,jul,89,1,-1,0,unknown
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown
41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown
44,management,single,secondary,no,813,no,no,cellular,26,aug,358,2,-1,0,unknown
50,technician,married,tertiary,no,917,no,no,unknown,16,jun,107,2,-1,0,unknown
40,technician,married,secondary,no,2338,no,no,cellular,16,oct,717,2,-1,0,unknown
33,management,single,tertiary,no,112,no,no,cellular,22,aug,112,4,-1,0,unknown
25,student,single,secondary,no,293,yes,no,telephone,5,may,170,2,-1,0,unknown
51,technician,single,tertiary,no,318,no,no,cellular,4,may,8,3,-1,0,unknown
35,management,single,unknown,no,342,no,yes,cellular,2,feb,427,4,-1,0,unknown
52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown
31,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,264,2,-1,0,unknown
35,management,single,tertiary,no,560,yes,no,unknown,6,may,181,1,-1,0,unknown
39,admin.,single,tertiary,no,283,yes,no,cellular,18,nov,346,1,179,3,other
39,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,40,1,-1,0,unknown
29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure
60,services,divorced,secondary,no,47,no,no,unknown,11,jun,360,1,-1,0,unknown
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success
28,management,single,secondary,no,265,yes,no,cellular,25,jul,194,2,-1,0,unknown
33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown
19,student,single,unknown,no,179,no,no,cellular,24,sep,62,3,-1,0,unknown
30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure
60,technician,married,tertiary,no,804,no,no,cellular,7,aug,36,2,-1,0,unknown
38,admin.,divorced,secondary,no,308,yes,no,cellular,4,feb,197,1,274,1,failure
29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,627,1,-1,0,unknown
33,admin.,single,tertiary,no,12704,yes,no,cellular,21,nov,246,2,-1,0,unknown
27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,1,370,2,failure
39,entrepreneur,divorced,tertiary,no,208,yes,no,unknown,3,jun,201,2,-1,0,unknown
55,housemaid,married,primary,no,2603,no,no,unknown,9,jun,559,1,-1,0,unknown
47,technician,married,secondary,no,10179,yes,no,unknown,9,jun,179,2,-1,0,unknown
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success
41,entrepreneur,married,tertiary,no,3135,yes,yes,unknown,20,jun,160,3,-1,0,unknown
40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown
34,blue-collar,married,secondary,no,241,yes,yes,unknown,26,may,85,1,-1,0,unknown
37,services,married,secondary,no,3429,yes,yes,cellular,8,may,151,4,171,11,other
56,technician,single,secondary,no,751,yes,no,cellular,19,nov,85,5,-1,0,unknown
56,blue-collar,married,primary,no,547,no,no,unknown,9,jun,84,1,-1,0,unknown
32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,1,-1,0,unknown
43,management,married,tertiary,no,241,no,no,cellular,28,aug,79,10,-1,0,unknown
57,blue-collar,divorced,primary,no,3111,no,no,unknown,16,jun,92,6,-1,0,unknown
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure
34,admin.,single,secondary,no,0,yes,no,unknown,27,may,197,2,-1,0,unknown
67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown
35,services,divorced,secondary,no,-269,yes,no,unknown,3,jun,118,2,-1,0,unknown
56,blue-collar,married,secondary,no,277,no,no,unknown,20,jun,9,13,-1,0,unknown
62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure
37,blue-collar,married,secondary,no,398,yes,no,unknown,19,may,206,1,-1,0,unknown
54,management,divorced,tertiary,no,1288,no,no,cellular,28,jan,515,3,-1,0,unknown
41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure
37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure
53,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274,6,-1,0,unknown
25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other
42,services,married,secondary,no,798,no,no,cellular,17,apr,80,1,338,1,other
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown
34,blue-collar,single,secondary,no,1475,yes,no,cellular,16,nov,1166,3,530,12,other
56,technician,married,secondary,no,225,yes,no,unknown,12,jun,71,12,-1,0,unknown
31,technician,single,secondary,no,36,no,no,cellular,20,aug,99,3,-1,0,unknown
36,management,single,tertiary,no,546,yes,no,cellular,6,aug,91,3,-1,0,unknown
32,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,-1,0,unknown
53,technician,married,secondary,no,2818,yes,no,cellular,16,jul,350,7,-1,0,unknown
27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,0,unknown
55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown
31,management,married,tertiary,no,1230,yes,no,unknown,27,may,290,4,-1,0,unknown
46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown
38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,2,272,1,failure
43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,1,-1,0,unknown
46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,nov,729,1,-1,0,unknown
30,technician,single,secondary,no,963,yes,no,cellular,18,may,66,1,-1,0,unknown
35,admin.,married,secondary,no,190,yes,no,unknown,20,may,47,3,-1,0,unknown
40,technician,married,secondary,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown
50,blue-collar,married,secondary,no,378,yes,no,cellular,28,jan,155,1,-1,0,unknown
48,management,single,tertiary,no,505,no,no,cellular,26,aug,320,5,-1,0,unknown
57,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343,4,-1,0,unknown
40,management,married,tertiary,no,270,no,no,unknown,16,jun,362,3,-1,0,unknown
35,management,married,tertiary,no,-273,yes,no,cellular,16,jul,344,3,-1,0,unknown
46,technician,married,secondary,no,518,no,no,cellular,25,aug,68,6,-1,0,unknown
44,blue-collar,married,primary,no,318,no,no,telephone,22,jul,287,2,-1,0,unknown
31,services,single,secondary,no,1599,no,no,cellular,30,apr,226,1,78,2,success
30,management,single,secondary,yes,-985,no,no,telephone,24,jul,28,4,-1,0,unknown
32,management,single,tertiary,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown
54,services,married,primary,no,1059,no,no,cellular,7,aug,147,3,-1,0,unknown
47,services,married,secondary,no,1073,no,no,telephone,11,jul,518,3,-1,0,unknown
35,blue-collar,single,primary,no,3751,no,no,unknown,16,jun,193,1,-1,0,unknown
42,admin.,single,secondary,no,470,yes,no,telephone,12,may,207,4,-1,0,unknown
36,technician,married,tertiary,no,202,no,no,cellular,1,oct,237,1,122,2,failure
43,blue-collar,married,unknown,no,245,yes,yes,cellular,12,may,112,4,369,2,other
48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,202,1,-1,0,unknown
40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success
48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown
41,technician,single,secondary,no,200,yes,no,cellular,14,may,353,6,373,2,failure
41,management,married,tertiary,no,141,yes,yes,unknown,8,may,146,3,-1,0,unknown
47,admin.,divorced,secondary,no,106,yes,no,unknown,15,may,303,1,-1,0,unknown
34,blue-collar,married,tertiary,no,17672,no,no,cellular,20,nov,548,1,-1,0,unknown
52,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,159,2,-1,0,unknown
33,blue-collar,single,secondary,no,2764,yes,no,unknown,21,may,118,1,-1,0,unknown
33,admin.,single,tertiary,no,3379,no,no,cellular,20,nov,290,3,-1,0,unknown
34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,1,-1,0,unknown
31,blue-collar,married,secondary,no,1358,yes,no,unknown,2,jun,527,1,-1,0,unknown
49,admin.,married,secondary,no,2116,no,no,cellular,8,aug,109,3,-1,0,unknown
40,management,single,secondary,no,900,yes,no,cellular,30,jul,84,2,-1,0,unknown
48,management,married,tertiary,no,4006,no,no,cellular,25,jul,51,4,-1,0,unknown
34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown
44,services,divorced,secondary,no,130,yes,no,cellular,14,may,263,1,371,1,failure
30,management,single,tertiary,no,717,yes,no,cellular,13,aug,130,3,-1,0,unknown
53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown
56,services,married,secondary,no,4763,yes,no,telephone,28,jul,106,6,-1,0,unknown
27,admin.,married,secondary,no,-48,yes,no,unknown,20,jun,168,2,-1,0,unknown
37,services,divorced,primary,yes,-475,no,no,unknown,20,jun,27,5,-1,0,unknown
44,unknown,single,unknown,no,1239,no,no,unknown,20,jun,39,4,-1,0,unknown
42,management,married,tertiary,no,1686,yes,yes,cellular,20,apr,522,4,-1,0,unknown
53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure
48,admin.,divorced,secondary,no,771,yes,no,unknown,2,jun,133,1,-1,0,unknown
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown
46,management,married,tertiary,no,349,no,no,cellular,14,may,466,4,88,3,success
60,retired,married,primary,no,155,no,no,cellular,25,aug,115,7,-1,0,unknown
57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,778,3,-1,0,unknown
36,housemaid,married,primary,no,758,no,no,unknown,17,jun,236,2,-1,0,unknown
32,technician,single,secondary,no,2421,yes,no,cellular,28,aug,14,8,-1,0,unknown
55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown
35,technician,divorced,secondary,no,2777,yes,no,cellular,7,may,633,1,-1,0,unknown
38,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,may,34,9,-1,0,unknown
37,services,single,secondary,no,23,yes,no,cellular,28,jun,197,1,182,1,failure
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,unknown
30,self-employed,married,secondary,no,0,no,no,cellular,12,aug,297,3,-1,0,unknown
31,technician,single,tertiary,no,665,yes,no,cellular,4,feb,156,1,-1,0,unknown
47,blue-collar,married,primary,yes,-1385,yes,yes,unknown,15,may,77,1,-1,0,unknown
42,admin.,single,secondary,no,283,yes,no,unknown,19,jun,446,1,-1,0,unknown
45,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,263,2,-1,0,unknown
35,technician,married,tertiary,no,0,yes,yes,cellular,26,apr,135,3,363,2,failure
45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown
43,technician,divorced,tertiary,no,1026,yes,yes,unknown,7,may,224,5,-1,0,unknown
30,management,married,tertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other
26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1,0,unknown
32,services,divorced,secondary,no,-34,yes,no,cellular,15,may,147,2,-1,0,unknown
38,blue-collar,married,primary,no,3289,no,no,unknown,9,jun,553,2,-1,0,unknown
27,self-employed,single,secondary,no,152,no,no,cellular,30,jul,80,3,-1,0,unknown
42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,210,1,-1,0,unknown
27,admin.,married,secondary,no,0,yes,yes,cellular,18,may,157,5,-1,0,unknown
39,blue-collar,married,primary,no,0,yes,no,unknown,4,jun,112,4,-1,0,unknown
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown
61,blue-collar,married,primary,no,1115,no,no,cellular,14,aug,197,4,-1,0,unknown
34,management,married,tertiary,no,4859,no,no,cellular,30,apr,113,1,37,1,other
42,blue-collar,married,primary,no,479,yes,no,unknown,9,may,391,2,-1,0,unknown
49,retired,married,primary,no,192,no,no,cellular,10,jul,227,1,-1,0,unknown
33,management,single,tertiary,no,1021,no,no,cellular,2,feb,734,1,-1,0,unknown
29,management,married,tertiary,no,1022,yes,no,cellular,24,jul,408,1,-1,0,unknown
28,blue-collar,married,secondary,no,1687,yes,no,cellular,20,apr,121,2,-1,0,unknown
34,technician,single,tertiary,no,759,no,no,unknown,20,may,265,1,-1,0,unknown
28,student,single,secondary,no,459,no,no,cellular,16,mar,83,13,-1,0,unknown
42,management,married,tertiary,no,199,yes,no,cellular,9,jul,497,1,-1,0,unknown
52,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,206,1,-1,0,unknown
61,housemaid,married,tertiary,no,1389,no,no,cellular,8,apr,250,1,-1,0,unknown
57,technician,married,tertiary,no,624,no,no,cellular,6,aug,224,4,-1,0,unknown
45,blue-collar,married,secondary,no,534,no,no,cellular,27,aug,104,6,-1,0,unknown
33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,728,2,failure
30,technician,divorced,tertiary,no,317,yes,no,cellular,25,jul,67,5,-1,0,unknown
31,management,single,tertiary,no,2085,yes,no,cellular,21,nov,639,2,93,4,failure
37,blue-collar,married,secondary,no,660,yes,yes,cellular,5,feb,449,4,-1,0,unknown
30,management,single,tertiary,no,1268,no,no,cellular,16,jul,73,4,-1,0,unknown
25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,0,unknown
27,blue-collar,single,secondary,no,381,yes,no,cellular,18,may,143,1,-1,0,unknown
29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,276,6,failure
41,blue-collar,married,primary,no,0,no,no,cellular,31,jul,22,2,-1,0,unknown
27,blue-collar,single,primary,no,881,yes,no,unknown,4,jun,156,3,-1,0,unknown
38,management,married,tertiary,no,0,yes,no,cellular,4,feb,138,1,-1,0,unknown
37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success
57,management,married,secondary,no,1502,no,no,telephone,17,nov,340,2,109,11,failure
37,admin.,married,secondary,no,-356,no,yes,unknown,9,may,49,1,-1,0,unknown
34,technician,married,secondary,no,-56,yes,no,cellular,13,may,197,2,-1,0,unknown
27,management,married,tertiary,no,159,yes,no,cellular,25,jul,295,2,-1,0,unknown
37,entrepreneur,married,tertiary,no,41,no,no,cellular,14,jul,388,3,-1,0,unknown
59,management,single,tertiary,no,68,yes,no,unknown,28,may,176,2,-1,0,unknown
38,management,married,tertiary,no,655,no,no,cellular,3,feb,389,3,-1,0,unknown
32,blue-collar,single,secondary,no,395,yes,yes,cellular,20,apr,339,1,-1,0,unknown
30,technician,married,tertiary,no,1,no,no,cellular,29,aug,69,21,-1,0,unknown
47,blue-collar,married,primary,no,328,yes,no,cellular,7,may,58,1,-1,0,unknown
39,blue-collar,married,secondary,no,230,yes,yes,cellular,21,jul,38,1,-1,0,unknown
41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,unknown
36,management,single,tertiary,no,317,no,no,unknown,16,jun,348,1,-1,0,unknown
46,admin.,divorced,secondary,no,1939,yes,no,unknown,29,may,119,1,-1,0,unknown
33,management,single,tertiary,no,5943,no,no,cellular,28,aug,81,8,-1,0,unknown
33,blue-collar,single,secondary,no,688,no,no,unknown,6,jul,226,1,-1,0,unknown
38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,182,3,-1,0,unknown
31,services,married,secondary,no,143,yes,no,cellular,13,may,221,2,-1,0,unknown
79,retired,divorced,primary,no,1910,no,no,telephone,24,feb,98,2,-1,0,unknown
32,technician,single,tertiary,no,449,no,no,cellular,8,aug,231,2,-1,0,unknown
43,management,divorced,tertiary,no,666,no,no,cellular,13,aug,160,3,-1,0,unknown
37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown
28,technician,single,tertiary,no,415,no,no,unknown,1,jul,86,1,-1,0,unknown
43,blue-collar,married,secondary,no,-111,yes,no,unknown,29,may,132,3,-1,0,unknown
50,housemaid,married,secondary,no,0,yes,no,cellular,22,jul,160,1,-1,0,unknown
41,technician,married,secondary,no,0,yes,no,cellular,24,jul,168,1,-1,0,unknown
26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown
40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,unknown
36,services,married,secondary,no,380,yes,no,unknown,20,may,26,1,-1,0,unknown
36,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,184,6,-1,0,unknown
51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown
26,management,single,tertiary,no,1326,yes,no,unknown,9,may,70,1,-1,0,unknown
39,services,divorced,secondary,no,-388,yes,no,cellular,9,jul,205,2,-1,0,unknown
59,unemployed,married,secondary,no,2740,no,no,cellular,5,feb,130,1,-1,0,unknown
49,housemaid,married,secondary,no,114,no,no,cellular,8,jul,502,2,-1,0,unknown
31,admin.,married,secondary,no,1130,yes,no,cellular,23,jul,236,5,-1,0,unknown
45,blue-collar,married,primary,no,1297,yes,no,unknown,6,may,233,2,-1,0,unknown
59,retired,married,primary,yes,-1,no,no,cellular,5,aug,229,2,-1,0,unknown
32,technician,divorced,secondary,no,3345,yes,no,cellular,6,may,118,1,260,3,failure
35,technician,married,secondary,no,2189,no,no,cellular,19,nov,256,3,-1,0,unknown
32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,203,1,-1,0,unknown
31,technician,single,tertiary,no,53,no,no,cellular,28,jan,97,2,-1,0,unknown
29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown
40,admin.,married,secondary,no,947,no,no,unknown,6,jun,160,1,-1,0,unknown
30,services,single,secondary,no,-838,yes,no,unknown,21,may,142,2,-1,0,unknown
57,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other
42,blue-collar,married,primary,no,-181,yes,no,unknown,15,may,297,3,-1,0,unknown
52,technician,divorced,secondary,no,409,yes,no,unknown,15,may,73,7,-1,0,unknown
45,technician,married,secondary,no,88,no,no,cellular,29,aug,150,2,-1,0,unknown
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown
46,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,120,2,-1,0,unknown
30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure
66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown
27,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,1,-1,0,unknown
34,self-employed,married,tertiary,no,2427,no,no,telephone,2,jun,50,2,120,1,other
41,services,married,secondary,no,2085,yes,no,unknown,26,may,125,4,-1,0,unknown
31,services,single,primary,yes,-357,yes,yes,cellular,11,jul,215,2,-1,0,unknown
41,management,single,secondary,no,5548,yes,no,cellular,12,may,128,2,-1,0,unknown
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,482,1,-1,0,unknown
21,blue-collar,married,secondary,no,223,yes,no,unknown,27,may,155,1,-1,0,unknown
38,management,single,tertiary,no,1602,yes,no,unknown,3,jun,215,3,-1,0,unknown
49,entrepreneur,married,secondary,no,1160,yes,no,unknown,14,may,153,1,-1,0,unknown
31,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,3,81,3,failure
47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,unknown
51,technician,married,secondary,no,349,yes,no,unknown,16,may,97,3,-1,0,unknown
32,management,married,tertiary,no,423,no,no,cellular,22,jul,212,17,-1,0,unknown
45,technician,single,unknown,no,7108,yes,yes,cellular,18,nov,53,1,172,3,failure
44,blue-collar,married,primary,no,0,yes,yes,cellular,21,nov,32,2,116,3,other
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown
49,blue-collar,married,primary,no,3659,yes,no,unknown,7,may,160,1,-1,0,unknown
27,self-employed,single,tertiary,no,1,yes,no,cellular,23,jul,171,4,-1,0,unknown
46,technician,married,secondary,no,700,yes,yes,cellular,2,feb,299,1,-1,0,unknown
35,services,married,secondary,no,302,yes,no,cellular,6,may,137,1,364,1,failure
37,services,married,secondary,no,20,yes,no,telephone,14,may,151,5,-1,0,unknown
27,unemployed,single,secondary,no,1972,no,no,cellular,6,apr,97,1,-1,0,unknown
41,technician,married,tertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure
31,technician,single,secondary,no,19,no,no,telephone,4,jul,65,2,-1,0,unknown
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success
33,blue-collar,married,secondary,no,6227,yes,no,unknown,23,may,76,2,-1,0,unknown
42,management,married,tertiary,no,6080,no,no,cellular,21,nov,98,3,-1,0,unknown
